SquareFootage,NumBathrooms,NumBedrooms,RenovationQuality,DistanceToCityCenter,AgeOfHome,Price
1784.63,2.690317624,4,9.34,15.92,15.57,830152.1566
603.82,1.684764766,3,6.76,1.74,78.05,411343.6274
852.22,1.528620106,3,5.01,26.21,90.55,174603.251
1570.93,3.976794197,4,10.0,34.81,25.53,576324.4477
1002.88,1.215142348,2,4.45,9.42,90.51,132997.0632
1068.98,1.635718688,3,3.24,2.91,50.32,342147.8498
550.0,2.393027765,4,4.01,21.56,65.57,220880.9254
1995.41,2.138157766,4,7.13,15.15,63.94,276656.5065
550.0,1.797965159,2,4.01,18.11,44.44,115180.227
908.28,3.032626837,4,6.07,18.53,80.58,599226.4555
602.01,1.324924423,3,2.07,32.25,24.45,142846.5424
1567.15,1.917796498,2,6.21,20.34,140.07,300378.5553
791.8,2.972111687,3,4.91,32.9,49.64,311996.9285
1021.4,1.0,2,2.88,1.45,16.08,109774.3255
1239.85,3.216056701,2,4.68,33.92,33.02,505005.466
986.1,3.058975583,3,6.02,50.18,89.26,385473.4938
958.52,2.017326609,1,3.02,16.98,16.04,106573.5554
1575.36,1.391797704,2,6.16,42.74,17.52,200331.3534
550.0,2.2403128,2,3.87,27.58,114.35,165566.0579
550.0,2.12827974,4,2.6,25.27,41.46,216691.1785
998.35,1.218721708,2,5.52,32.4,57.18,334305.8683
1364.97,3.197284143,4,4.6,2.73,6.96,819756.8075
1371.3,3.667584907,4,4.44,5.14,32.74,685133.8945
1046.05,1.374955098,3,6.2,25.01,80.83,463412.5911
856.67,3.674270929,3,3.14,9.06,104.25,297070.034
1029.81,2.156653345,2,5.09,15.79,85.69,227867.0347
2514.79,4.020904718,4,10.0,7.55,41.19,678856.1535
761.18,2.520311576,2,4.38,32.67,98.69,139123.0843
1536.47,2.195288044,2,2.38,3.68,98.22,300227.2395
1445.66,1.645937862,1,5.69,32.65,23.82,154387.13
1963.55,3.281235551,3,5.57,6.11,11.72,359740.2841
1428.71,2.254396104,3,7.73,8.89,19.33,403407.0994
550.0,2.150576681,1,2.36,9.18,58.57,108490.1181
550.0,1.777040021,2,3.32,15.68,14.3,98513.09269
638.87,1.165301113,2,3.63,29.92,139.46,163561.6621
833.57,2.306436811,6,4.93,8.92,100.59,406852.8596
907.46,2.572705307,4,6.59,6.2,24.74,415807.0875
1719.91,1.0,3,5.58,10.26,6.89,368724.117
550.0,2.061927122,3,1.52,22.28,98.56,114541.7742
550.0,1.70818028,3,6.27,7.08,36.69,205986.8246
988.51,1.653452693,2,4.71,13.04,9.28,241756.4496
1709.18,3.12676117,4,10.0,6.24,11.68,452654.1891
834.61,1.788886498,3,2.1,30.41,85.34,235371.6686
1109.35,1.0,2,7.54,6.07,0.79,201706.6066
550.0,1.012337491,3,6.59,23.34,69.79,109704.9949
1640.53,2.429695148,3,8.08,8.29,30.19,373244.7733
1740.6,2.780128646,5,8.38,2.02,59.65,384186.1217
1210.02,1.0,2,4.94,22.32,61.29,199859.2865
1494.74,2.148945622,3,3.34,41.28,96.74,407353.718
812.11,1.0,4,5.17,18.92,30.63,190445.474
1778.42,3.346100071,4,5.03,19.37,4.34,478604.9413
1592.74,2.702851175,3,7.23,32.65,19.0,301337.6421
1068.87,1.884338799,3,5.17,21.71,26.39,307377.3826
1300.3,3.978954708,4,6.66,3.89,50.9,737642.2279
694.97,1.576551806,3,2.0,21.78,48.91,188442.1053
855.93,3.413394624,1,4.21,41.26,42.11,179323.0848
1114.74,1.145477981,3,4.89,1.21,24.38,329824.8013
1301.59,4.305101929,3,6.44,13.06,64.23,494321.5561
550.0,1.929369121,3,5.27,38.42,69.13,185133.6985
1309.65,2.232045617,3,4.89,6.49,36.77,274558.259
1834.27,1.0,4,5.3,8.93,26.65,424385.0666
569.54,2.120632388,3,2.2,12.98,29.78,299926.3906
1001.67,2.252086593,2,5.91,18.77,70.1,202463.8609
853.76,3.006812849,4,4.36,11.34,49.13,482617.6292
550.0,1.915741684,4,3.8,22.56,13.19,371438.5382
1028.83,1.894839593,4,5.05,23.16,65.38,236381.0551
762.09,4.639227508,3,7.3,23.88,2.98,407645.5491
1314.72,1.0,4,5.32,20.94,12.22,230285.191
1614.37,1.0,2,4.97,16.46,49.51,180247.7314
1305.82,2.575147827,3,4.08,19.05,15.75,269349.8726
821.19,2.016830748,4,4.8,21.59,25.26,340097.7088
792.58,1.0,4,3.55,2.07,14.98,276114.303
1243.56,2.895501061,3,2.03,43.01,47.64,312197.9063
1019.02,2.11975362,3,2.05,50.13,58.16,209841.1212
2122.29,2.82345363,5,6.79,3.67,24.74,753468.7968
893.55,1.723102394,4,0.46,19.29,48.38,470714.7115
550.0,1.049056045,1,3.63,36.57,60.87,378806.9221
1289.64,2.711050529,1,2.52,28.15,19.5,250851.7502
1761.22,1.376710186,3,7.05,7.79,44.13,283619.0625
853.83,3.013377273,2,5.06,11.99,2.99,399813.4381
1406.52,3.431923988,3,9.07,11.36,78.16,535479.8648
1995.6,2.873585567,3,6.86,7.08,69.53,342679.5368
853.71,1.0,1,1.46,17.74,37.3,237259.4408
550.0,1.945460062,1,5.05,12.4,91.13,198495.9734
550.0,2.859520907,4,5.02,13.54,25.26,191978.5615
550.0,1.0,2,3.87,21.33,77.55,173075.952
1437.56,2.927257208,5,4.32,19.91,17.59,611797.062
1676.03,1.6756997,5,6.73,20.49,76.0,362917.3377
656.16,2.642604117,4,3.62,3.49,21.5,332259.4237
1173.15,1.884403795,4,2.04,6.03,56.57,461748.4582
1154.99,3.00564649,3,5.38,22.92,56.55,241041.2506
1204.28,1.678884275,3,3.32,39.04,49.44,375822.6095
1520.43,2.552308477,4,7.44,18.03,19.06,351914.018
689.3,3.037688451,4,6.44,5.47,52.72,335501.692
1259.78,3.360615949,4,6.01,27.13,68.01,551271.1624
1209.53,1.710287652,3,4.35,1.76,4.06,241250.9306
816.72,1.0,4,7.08,9.37,26.89,348528.6559
1197.67,1.376647524,4,6.51,20.22,8.31,265171.2807
2235.66,5.447427195,3,6.38,21.4,23.3,550994.9312
612.75,1.0,4,1.86,10.54,88.59,126288.3214
1313.64,3.112871035,3,5.6,8.72,19.15,501703.1151
1199.9,3.572502504,4,8.42,23.03,33.54,333010.0784
1376.84,2.875836742,4,5.99,14.63,49.04,645969.9208
1383.14,2.578089934,2,4.85,7.22,31.02,406620.216
1475.81,2.610201946,4,5.39,7.95,22.73,434637.2054
1555.22,1.97079536,3,3.75,22.83,91.94,250971.3034
1134.14,3.198921104,2,3.52,32.0,7.18,192662.9644
550.0,1.0,3,2.2,13.35,68.49,108928.2486
2270.33,1.0,3,7.67,6.06,7.83,419842.9604
1269.88,1.86315282,4,6.57,4.05,21.65,609318.9799
653.45,3.114278487,2,4.19,11.53,37.8,165108.6084
550.0,1.742015466,3,0.35,49.28,35.47,138710.3964
1003.08,3.206456064,3,5.66,20.91,100.78,448388.3903
1170.65,1.3965499,4,5.89,13.14,51.77,316806.0808
1145.22,1.0,3,3.14,16.73,15.36,232593.1716
1590.23,1.0,3,3.98,48.58,5.58,289809.1616
1226.31,2.753636198,4,4.77,7.63,59.93,552338.3594
1672.39,1.0,2,5.15,3.83,15.96,272679.2009
1346.52,3.492967646,4,4.9,3.85,15.14,606667.6084
1464.01,1.127630937,5,4.62,26.68,63.39,558155.1768
1001.99,1.428723662,2,4.6,35.5,51.02,176455.1209
1102.93,3.920557311,4,5.88,8.77,50.69,736758.1445
1084.84,2.207523134,3,5.69,11.83,23.27,351705.5407
576.58,1.044603612,3,4.62,16.91,92.49,223043.4874
1216.33,4.233364334,4,7.31,13.57,10.06,722574.6253
1279.97,1.151522848,4,5.5,6.85,10.44,245781.3098
550.0,1.0,1,3.77,44.97,109.39,217689.4574
550.0,1.130609,4,3.18,21.09,10.17,202442.6815
1438.33,1.385886095,4,7.02,0.15,3.76,632980.112
1051.87,2.010965531,3,6.66,7.91,66.42,208616.2079
1122.0,2.395786347,4,4.97,38.67,22.5,478875.1957
571.99,2.972086967,4,4.06,6.36,6.24,296815.2986
550.0,2.985802473,2,5.86,3.02,81.78,271942.7666
1115.03,2.519953769,3,4.02,6.12,10.23,361173.5942
1809.96,2.46115053,6,8.07,8.12,67.94,822630.8227
2240.4,4.125460955,2,5.76,13.61,46.22,597936.86
601.5,2.124862868,2,0.64,38.12,11.18,175174.4727
1993.82,3.871697874,3,6.73,20.04,19.61,620090.1414
1055.65,1.648894681,1,3.43,28.99,33.73,244504.4305
550.0,1.0,3,3.85,35.4,8.93,108820.2578
739.52,1.0,2,4.34,12.92,70.56,141570.5959
1573.4,1.27438748,1,0.9,55.33,132.14,134713.424
1864.9,2.501197814,3,2.44,22.83,46.56,338296.8778
1492.49,3.813495732,3,10.0,16.16,64.26,298156.0984
578.1,1.017717283,4,3.71,26.5,67.76,304845.3009
1397.05,2.092005555,3,2.59,32.61,28.15,387699.8519
1830.41,2.176315975,2,5.98,30.05,49.02,367815.5967
1530.98,1.876805444,5,7.23,18.47,63.55,773888.7987
1067.75,1.640643063,3,2.67,14.59,20.3,227419.5738
1298.07,1.0,2,6.1,38.36,85.77,205838.1961
742.88,4.048452117,2,7.31,6.93,59.97,238164.0926
550.0,1.722831121,3,1.49,34.73,94.4,111832.2326
633.49,2.591490805,3,5.48,22.2,121.9,310394.6298
550.0,1.0,2,2.83,10.53,133.07,117833.0743
808.49,2.752104853,4,6.43,15.05,12.72,453273.4861
571.26,1.0,2,1.23,10.58,41.18,183150.1299
550.0,1.943919579,4,5.87,27.86,95.47,284396.0632
550.0,2.207154082,2,3.98,51.01,60.11,99201.47008
550.0,1.0,3,2.32,23.19,10.67,230280.9959
839.86,2.136883246,3,4.86,5.69,55.82,225737.5059
693.51,1.0,3,2.32,11.79,112.63,245033.0932
934.7,2.47374336,3,4.21,15.81,20.31,234564.8609
1296.57,1.034617663,2,4.25,42.02,98.3,101637.682
749.09,3.416113012,3,5.77,2.83,20.16,269629.0388
550.0,2.228118202,2,6.02,25.47,50.11,249169.7703
1092.67,2.067192302,4,8.83,15.54,61.41,353696.1047
1442.01,2.08040968,3,2.55,12.53,3.53,484163.7669
550.0,1.839053707,4,4.85,25.76,19.33,276203.1453
1750.04,2.233104394,3,5.19,32.02,62.1,291232.6503
958.57,3.138680638,3,3.57,9.87,91.54,309935.7079
771.68,2.073010852,5,5.85,11.78,14.21,417551.268
964.37,3.32549664,2,3.46,21.3,15.99,380932.1843
1519.25,3.02905292,4,5.65,14.24,39.18,422216.4882
1185.62,2.842149973,4,8.77,6.46,45.66,499988.5718
1440.35,2.929929874,3,5.69,22.3,54.7,436602.8189
1435.99,3.153695038,1,6.14,2.86,66.16,177085.4663
926.57,3.649368329,4,5.81,18.63,84.76,537982.891
1244.67,1.607729669,3,5.53,26.23,38.72,470218.5031
852.32,1.835820184,2,7.98,34.43,73.64,166518.0819
1027.76,1.0,4,4.41,18.37,131.99,214955.9156
919.65,2.077995301,3,10.0,1.36,45.01,345417.8795
652.65,2.076866787,4,4.06,3.21,77.11,313708.945
1275.98,2.872522775,3,5.72,21.8,42.59,498000.8251
761.54,1.0,4,4.88,28.2,53.11,396163.9063
1600.25,2.535483755,4,6.27,22.3,47.13,625386.2148
1435.79,2.299701651,2,4.95,49.04,98.86,313547.4323
1085.16,1.07242002,3,7.24,46.72,14.44,203979.1343
938.82,1.151678579,2,2.66,7.16,73.06,336213.541
1176.34,3.44890261,2,6.87,16.69,42.31,292801.6032
550.0,2.695925734,4,6.27,27.0,13.31,437769.4065
1505.14,1.748130616,3,7.87,27.63,60.84,265407.0054
550.0,3.444789637,3,4.21,4.56,53.05,365330.0965
989.32,1.189819741,4,3.33,30.11,50.54,248189.6232
1156.67,1.930554319,3,2.17,14.63,60.91,232632.9085
661.47,1.576468113,2,3.37,13.29,13.6,88969.66014
971.06,1.0,5,6.76,20.25,46.44,248443.0907
550.0,3.532642443,4,6.21,13.75,44.77,308427.1324
897.54,4.078440573,5,6.82,12.48,38.12,545986.41
1050.59,1.443374519,4,5.97,29.15,6.58,257070.3771
1230.69,1.099097782,4,9.34,5.49,117.42,395125.7018
1825.36,3.710492197,3,4.32,6.74,53.53,439717.8031
550.0,3.126635075,2,4.58,0.1,14.06,100335.4517
1168.53,1.704767672,2,1.96,16.33,59.15,260289.4025
1038.32,2.146735189,2,5.34,28.09,91.55,351798.8598
1190.94,2.787787502,1,4.5,16.09,69.0,136992.0677
1725.96,1.946801203,4,4.67,19.59,45.07,504948.6069
2043.27,1.918029489,2,6.28,20.28,8.58,397345.969
1967.39,3.296248552,2,7.57,4.72,23.54,671953.585
1512.19,2.77629559,2,6.23,1.55,0.65,345709.3186
627.24,3.888439517,3,5.09,25.13,52.29,423341.9493
1735.68,1.980561208,2,5.04,6.71,32.12,297105.0299
550.0,3.206384749,3,5.04,19.83,59.29,244580.9873
550.0,1.007111348,3,4.15,14.36,91.72,110779.6411
1029.17,1.0,5,2.74,16.92,111.02,277617.8096
602.49,1.275701003,2,2.87,28.91,27.12,226476.069
1088.99,1.877355026,3,3.76,11.75,58.14,290402.2247
790.99,1.716503755,2,2.7,40.17,67.83,107694.0092
596.09,1.0,2,2.66,33.59,15.32,229748.6649
835.35,1.749148388,3,4.25,12.57,14.98,306977.1266
1923.15,2.640426861,3,4.93,27.51,74.08,448351.6474
1486.54,3.402016145,5,8.1,3.2,31.47,443253.3088
1789.94,1.0,2,1.99,25.18,93.96,100671.6346
1293.66,3.467817155,3,6.92,7.88,12.7,567889.104
1287.6,2.404376522,4,6.18,17.31,23.06,561136.6102
1063.24,1.21940935,3,4.72,3.24,9.72,144490.858
667.3,1.898717562,3,2.13,9.62,118.18,296999.248
1335.09,1.03253401,2,6.56,44.11,137.43,229461.1495
605.01,1.417147037,3,3.44,19.35,92.74,139237.1177
2119.1,2.97633367,3,7.64,2.47,2.68,750242.8919
1065.62,1.0,4,5.09,7.86,43.04,186897.8253
783.91,2.191164991,4,6.53,19.26,74.19,335653.1603
2084.5,2.989032806,4,7.67,16.86,49.64,525938.1543
1335.94,3.92373722,2,5.43,13.19,13.12,277072.5336
805.18,2.558068308,4,5.09,21.02,20.4,229305.9829
1579.72,3.107888032,4,2.36,8.63,51.07,507981.2627
1031.45,2.830530132,5,3.46,11.57,44.06,544573.6443
962.64,1.434845642,2,1.49,23.94,25.58,132976.4748
1728.37,3.703794345,2,1.5,1.26,1.28,393769.5176
550.0,1.0,3,2.14,16.2,54.97,117296.0179
914.6,2.423921384,4,4.35,19.66,73.19,237801.2117
1114.6,1.0,4,4.29,5.49,38.44,210373.8428
1303.39,1.0,4,6.97,21.42,46.47,460767.3315
1412.1,1.503920906,3,7.36,8.39,52.27,468592.981
944.74,2.211420114,4,7.26,18.31,115.25,404306.4957
550.0,1.0,4,3.07,19.48,46.79,290681.4959
1054.0,1.408445107,4,5.38,4.33,95.72,411337.1456
1418.84,1.13741624,3,4.76,11.34,46.61,394669.1087
1552.01,1.946009718,3,8.3,1.68,21.87,599887.6946
690.37,1.0,1,3.07,22.2,117.74,162605.8875
1050.81,2.166655185,3,5.34,19.29,0.17,409150.0566
665.95,2.250132936,4,4.33,17.48,84.36,217365.301
1076.92,1.0,2,5.44,8.37,82.35,283605.4848
740.88,1.0,1,2.96,33.31,13.34,133886.6698
845.58,2.358655206,4,4.53,19.64,68.76,364494.1333
1391.17,1.0,4,4.56,4.93,33.02,462244.0767
550.0,1.039414278,1,1.13,24.94,57.11,323049.1251
952.63,3.208535306,4,4.32,2.2,6.15,406264.4939
2009.45,1.426317639,5,5.55,5.08,1.29,490977.0892
671.38,1.028600172,5,6.29,1.22,35.76,433475.4898
1094.17,1.449616869,2,5.15,21.59,25.27,214739.3865
1280.95,2.50391325,5,10.0,14.41,6.26,705950.4528
1539.71,5.029666923,4,8.29,28.41,1.2,469350.6521
708.08,3.530110112,4,7.62,4.28,18.24,548590.0138
1046.87,1.36184282,3,4.24,25.08,40.57,284255.1623
1069.49,1.230458103,3,5.82,5.73,46.86,169471.5239
550.0,1.456745945,2,1.37,38.07,73.1,214365.1076
550.0,3.797646934,3,6.06,12.27,0.02,268097.0147
1171.46,1.198509252,3,2.69,14.56,38.31,96581.15482
693.41,1.0,4,5.63,25.06,21.48,219383.0633
815.38,1.784138127,2,3.6,0.16,83.49,196709.0234
802.63,2.923259964,4,3.58,8.99,84.2,429941.2795
1220.43,1.92826482,5,6.39,37.69,51.89,337965.0351
1296.86,2.692408256,5,6.62,23.63,77.97,519447.7747
845.18,2.860898774,3,7.3,17.98,36.84,450940.4019
979.19,1.0,6,4.46,7.09,5.52,354469.5273
1929.26,1.0,2,5.8,10.01,72.24,248824.7521
823.48,4.48427139,2,2.11,10.02,20.8,324096.027
1667.57,2.326173617,2,6.26,19.82,30.02,342235.6781
1421.91,2.000209362,2,5.48,26.02,2.3,413615.4089
1564.31,5.021752151,4,7.3,21.05,21.56,682995.0557
871.97,1.0,3,3.95,14.88,65.52,148678.0634
1294.53,2.507633065,1,2.77,25.0,52.53,151921.942
695.55,2.751710191,3,9.26,8.44,12.09,361413.9078
1372.58,1.544609601,4,6.37,24.55,20.34,653150.7907
956.98,1.565269775,2,2.5,27.17,10.64,161039.2134
907.53,1.706457192,3,2.72,14.94,25.9,216799.6083
974.69,2.226455178,4,7.57,5.82,13.49,306626.4858
550.0,3.818378675,2,3.34,23.3,75.0,214792.7871
1055.81,1.447853097,2,3.04,11.78,2.64,207873.7325
550.0,2.514754064,4,4.13,5.84,32.95,290146.0416
1368.31,1.0,3,6.76,14.93,4.41,211893.0017
861.54,1.0,2,3.98,47.5,33.77,205821.4283
1953.8,1.992746227,3,6.13,2.53,51.75,574520.8943
1105.63,1.195203689,3,6.36,41.4,30.33,336669.2537
550.0,2.864056538,2,3.61,22.58,78.53,288145.2699
550.0,2.666647495,4,4.36,50.84,80.55,250453.5811
1091.18,1.316688351,2,4.51,28.52,105.06,244632.8005
923.61,2.961605775,4,5.95,3.43,54.09,328263.1244
886.52,1.921554023,1,4.22,21.47,113.49,177609.5261
550.0,2.927694465,2,6.03,21.98,4.34,176180.2675
1528.82,3.373255555,3,6.71,0.14,26.67,322009.8981
898.96,2.915972461,5,6.62,13.22,12.92,531828.5757
624.05,2.308061422,2,7.89,15.85,83.21,189578.0677
1489.32,3.908182129,2,2.87,14.62,12.78,283872.353
843.07,1.17062171,4,4.56,2.38,6.4,342368.1851
675.76,1.403429591,3,3.58,23.73,25.41,190078.5479
896.07,1.608449681,2,0.13,0.67,67.63,157667.7423
1360.15,3.029874969,2,5.4,11.47,21.62,244824.7969
1340.86,2.16558917,3,1.78,9.78,0.41,422422.0922
1423.83,2.126659257,1,3.42,28.83,64.17,196234.218
614.09,1.0,4,5.93,7.57,30.04,243841.9274
1099.39,2.091523985,2,6.21,33.23,77.29,153917.287
1213.2,5.163795942,3,6.99,5.07,102.07,287178.9815
550.0,1.0,4,4.23,23.58,109.14,225754.0051
1507.65,2.135722792,4,5.6,0.41,52.37,474034.7618
732.92,1.666020061,2,4.19,17.92,63.45,127574.0886
1032.01,2.388750624,4,4.18,0.04,24.28,438473.4817
907.52,1.015720333,4,7.22,10.18,12.24,277389.5276
1313.05,2.289200244,5,7.11,8.0,49.79,548708.0646
550.0,1.422506502,4,4.0,45.79,93.13,120021.2617
660.24,1.0,2,5.72,26.64,0.09,124085.0562
660.33,1.0,4,4.67,29.66,3.26,200364.2045
1523.73,4.419368764,3,7.57,16.7,4.18,596493.3763
956.73,2.804388006,4,6.42,11.36,25.82,368139.5903
661.77,2.063073535,2,5.55,35.1,29.35,232581.0797
936.56,1.676477184,2,4.93,16.34,33.0,231129.7199
1119.59,1.07063799,3,6.17,11.41,14.89,232734.2708
620.84,1.762192488,3,4.53,6.75,32.53,212162.2289
1812.59,2.44672782,2,6.86,28.98,139.03,543193.7648
866.0,1.0,3,5.07,23.97,25.59,304893.1125
595.56,1.801760299,1,1.51,41.83,102.12,231303.0824
1376.09,2.190206818,5,7.01,23.46,43.79,451761.6713
1063.0,3.121124516,4,5.74,6.99,68.02,293998.622
933.34,2.214374649,2,5.97,1.25,9.81,312146.1179
1018.85,2.096184823,3,3.83,28.91,74.12,209444.539
1179.81,4.346048653,3,5.23,9.9,61.55,474113.0391
586.41,1.907082228,3,3.53,27.44,9.11,312074.1011
1248.3,1.0,3,4.53,15.15,57.76,184180.3022
550.0,1.895133109,2,1.11,15.68,27.28,183793.3108
754.45,3.886184375,4,4.85,16.27,1.35,306055.4089
991.61,1.616237939,3,3.39,28.1,3.28,183644.5634
776.78,1.037427374,3,3.58,26.25,129.89,264828.2519
1522.56,1.0,1,1.77,36.59,105.14,113282.0931
1136.32,1.375598264,4,4.46,9.91,26.16,284888.1118
550.0,1.0,3,2.45,29.99,136.57,160457.3193
1188.92,3.7371569,1,3.79,22.24,71.35,245731.7371
550.0,2.34568442,2,2.16,3.51,70.67,186845.7182
1591.14,2.580234085,4,7.22,12.52,1.58,662675.9344
908.42,1.0,3,3.63,27.84,51.58,142639.1425
864.41,1.075763612,2,4.39,16.28,10.62,155597.2831
1811.78,1.190795811,4,5.88,6.37,56.01,271802.8822
946.99,1.227902599,3,4.68,16.94,1.59,219115.0432
550.0,1.38115358,2,2.55,21.73,7.12,154520.8067
755.25,4.545475672,2,1.91,33.8,0.12,386890.8628
550.0,1.0,3,3.72,7.37,2.05,164784.6152
1393.7,1.964355677,4,7.26,0.4,58.77,531264.9596
1425.85,1.169170551,4,6.27,26.44,65.96,342316.4267
571.36,2.149232772,4,4.19,26.46,76.32,288084.4238
550.0,1.771851553,3,5.69,7.87,8.14,162099.2676
1112.35,2.516874838,2,6.64,0.57,58.48,263032.174
1127.89,3.08952377,4,6.06,21.87,60.94,417832.9095
1608.32,1.753059973,3,5.25,14.37,32.37,290268.5031
1194.4,1.880675455,4,6.75,2.8,106.45,438008.3095
714.02,1.0,3,3.6,17.14,29.9,329826.5374
550.0,1.0,2,1.58,32.4,66.02,202869.0385
1432.53,3.006819616,2,7.01,5.73,115.4,290095.1722
1143.53,3.756605259,2,6.98,5.3,45.91,286044.0372
1540.52,3.084923523,4,8.01,17.64,0.12,631103.0835
1005.51,2.362257155,2,3.57,13.84,16.04,293761.1775
967.5,1.907266685,1,4.31,30.64,32.92,135238.8633
1444.86,1.835684224,2,2.68,32.8,22.43,355748.8956
550.0,1.432989378,1,0.14,12.2,40.53,89280.14708
663.52,1.543524175,5,4.55,2.79,29.31,354213.0866
1488.74,2.741183133,3,5.88,25.21,63.85,610665.3734
1168.01,1.660596191,1,4.6,28.58,37.92,114219.9196
1055.31,2.411380714,5,2.72,12.19,86.51,449192.4444
1542.26,1.276054731,3,5.2,31.53,36.64,382816.8382
1254.08,1.0,3,5.49,29.88,54.59,255381.687
585.81,2.0188942,2,2.81,0.59,93.09,187420.2746
550.0,2.276513057,4,3.04,17.54,62.49,269638.2659
1009.88,4.172887365,3,6.75,10.29,2.43,373180.0435
1361.24,2.250366564,2,6.42,5.36,54.73,378654.5405
1294.28,2.651101436,4,4.57,1.9,13.26,515034.703
707.6,2.354949646,3,1.93,15.02,25.55,147751.6192
550.0,1.244592793,2,3.11,13.56,13.36,344047.9713
1175.28,1.0,4,6.8,39.11,39.81,441280.179
1487.08,3.851661651,4,2.97,22.16,52.8,524579.4399
1567.18,1.256754286,2,5.95,22.53,34.74,368325.8931
550.0,1.364391514,2,2.05,26.37,34.95,99606.59665
1580.25,1.0,3,2.08,18.67,4.15,247243.8197
788.63,1.245480706,1,3.24,20.91,93.9,114473.6565
1976.27,1.0,2,5.82,0.92,5.04,297860.9724
1326.29,3.563667505,4,6.28,20.54,33.4,713993.1241
550.0,2.826486089,4,3.63,4.78,75.47,182354.8625
2219.73,1.0,4,6.28,9.7,59.67,732065.1985
1633.35,2.655640804,3,5.96,5.22,8.19,604405.5801
1092.14,3.900964573,4,6.07,25.77,45.81,317260.1668
550.0,3.770993514,4,3.17,26.94,122.02,249253.7187
1120.08,2.350677951,2,3.51,10.21,18.34,158157.9756
822.24,1.316987291,4,6.25,17.17,66.18,313484.1485
1175.77,5.344262165,3,8.2,12.12,66.36,504189.9766
566.62,1.0,4,4.93,10.08,39.46,255614.8992
1174.77,1.886354424,3,5.75,28.59,108.3,339942.7401
1011.95,2.351125012,3,5.53,19.3,20.11,414159.8518
550.0,1.824606804,4,5.62,14.54,12.96,215961.4266
896.2,1.438048055,2,4.46,8.45,96.11,257617.8489
1620.64,2.798519524,2,5.41,10.71,58.94,313430.0109
1155.16,2.083702523,4,4.26,12.82,5.02,310836.675
1658.33,2.462958417,3,4.78,2.83,5.72,359000.7922
775.12,2.170447449,2,3.56,0.89,16.86,205574.7663
928.36,2.689219648,3,4.68,3.78,5.25,408009.4866
695.98,1.0,4,4.23,15.9,2.25,239369.4839
1122.01,3.604167166,3,6.91,6.62,57.25,306823.9859
1504.11,1.0,2,1.3,36.01,35.8,103278.1342
550.0,1.0,2,0.57,40.13,54.07,150986.1489
1946.01,1.90547435,2,7.15,8.29,56.97,435573.3916
1284.46,1.375408775,2,5.12,27.51,31.14,338282.5032
550.0,1.308161431,3,6.49,36.89,45.94,218544.7836
1077.72,3.31303342,3,9.29,13.99,57.15,327234.4101
1522.38,2.77269448,2,6.73,2.48,88.49,645447.0741
1541.12,2.917828041,5,6.29,34.17,52.64,616869.4342
845.84,2.394908961,3,5.73,4.84,40.86,239893.8764
550.0,1.141155107,2,1.76,28.08,3.09,104392.3698
1489.93,3.176080445,4,8.4,4.43,17.03,523767.7046
1348.9,1.0,2,5.14,26.41,13.55,194015.63
782.19,1.035980422,3,5.36,9.85,68.26,198055.0008
728.24,2.857099263,3,4.18,16.42,12.34,249996.7756
1635.34,3.506032498,3,5.58,7.25,23.25,374415.8652
1011.88,3.487228436,5,3.59,23.36,37.02,427831.505
1098.27,2.888874501,2,5.65,2.44,71.17,374053.7945
1220.62,3.1857655,2,4.31,1.98,70.15,478380.1245
1973.89,3.821661867,5,9.21,5.05,45.64,558724.6168
1568.19,2.103688318,3,7.05,19.86,95.79,497737.6711
1074.68,1.434169824,2,4.98,14.82,19.45,127841.1119
1409.03,1.850118752,2,5.37,6.91,37.16,189339.7203
1241.63,2.872942489,2,5.1,10.24,63.7,418497.7631
666.65,2.356744894,4,3.02,4.85,12.1,332048.7969
1190.2,1.671230273,3,6.68,5.15,59.45,376196.276
550.0,2.58307821,3,4.37,1.27,62.75,228252.0107
1442.29,1.0,3,4.22,6.74,93.97,235206.2377
550.0,1.0,3,5.9,8.68,92.21,110549.6391
660.3,2.697743385,3,7.16,15.34,64.21,238031.5034
550.0,1.418814967,2,1.71,42.24,66.46,126350.2557
1840.83,2.48951151,4,5.58,3.47,87.57,511642.3973
550.0,3.520286728,4,3.39,31.66,52.51,190364.4617
550.0,2.547892487,3,4.68,0.68,12.56,179351.7761
550.0,2.404145557,2,4.11,7.15,19.23,208765.4992
845.62,1.927832182,3,3.44,9.27,49.22,311568.8533
1012.32,1.0,4,4.96,3.9,59.56,188197.7996
1386.95,1.0849443,4,5.37,24.59,61.66,458718.1038
1099.81,1.0,1,2.15,36.64,75.03,120748.6048
550.0,2.343682057,4,3.31,10.32,86.92,155541.194
1625.37,3.468749086,3,6.69,16.29,63.72,501007.4446
651.16,1.947021959,3,5.59,22.68,21.52,329619.015
